"","Team","Player","College","Play_Yrs","Games","Year","Pick"
"423","FTW","Herb Hargett","Mississippi State University",NA,NA,1951,33
"424","SYR","Paul Horvath","North Carolina State University",NA,NA,1951,34
"425","NYK","Lloyd Sandstrom","University of St. Thomas",NA,NA,1951,35
"426","BOS","Bob Barnett","University of Evansville",NA,NA,1951,36
"427","ROC","Elmer Behnke","Bradley University",1,4,1951,37
"428","PHW","Jud Milhon","Ohio Wesleyan University",NA,NA,1951,38
"429","MNL","Gale McArthur","Oklahoma State University",NA,NA,1951,39
"430","BLB","Leroy Ishman","American University",NA,NA,1951,40
"431","TRI","Bob Sakel","University of Evansville",NA,NA,1951,41
"432","INO","Bob Pierce","University of Nebraska",NA,NA,1951,42
"433","FTW","Leo Johnson","University of Arizona",NA,NA,1951,43
"434","SYR","Glen Anderson","Colorado State University",NA,NA,1951,44
"435","NYK","Tom Smith","Saint Peter's College",NA,NA,1951,45
"436","BOS","Rip Gish","Western Kentucky University",NA,NA,1951,46
"437","ROC","Dan Bagley","University of Notre Dame",NA,NA,1951,47
"438","PHW","Mike Kearns","Princeton University",1,6,1951,48
"439","MNL","Leo Vander Kuy","University of Michigan",NA,NA,1951,49
"440","BLB","Glen Duggins","University of Utah",NA,NA,1951,50
"441","TRI","John Rennicke","Drake University",1,6,1951,51
"442","INO","Marv Johnson","Wheaton College",NA,NA,1951,52
"443","FTW","Frank Clasbeek","University of Iowa",NA,NA,1951,53
"444","SYR","Bob Wheeler","University of Idaho",NA,NA,1951,54
"445","NYK","Alfred McGuire","St. John's University",4,191,1951,55
"446","BOS","Jim Luisi","St. Francis College",1,31,1951,56
"447","ROC","Jim Ove","Valparaiso University",NA,NA,1951,57
"448","PHW","Bob Swails","University of Indianapolis",NA,NA,1951,58
"449","MNL","Deward Dopson","Arkansas Tech University",NA,NA,1951,59
"450","BLB","Tom Riach","University of Southern California",NA,NA,1951,60
"451","TRI","Bob Ambler","University of Arkansas",NA,NA,1951,61
"452","INO","Ted Beach","University of Illinois at Urbana-Champaign",NA,NA,1951,62
"453","FTW","Jim Ramstead","Stanford University",NA,NA,1951,63
"454","SYR","Roy Reardon","St. Francis College",NA,NA,1951,64
"455","NYK","Sid Ryen","University of Denver",NA,NA,1951,65
"456","BOS","John Azary","Columbia University",NA,NA,1951,66
"457","ROC","John Brown","Southern Methodist University",NA,NA,1951,67
"458","PHW","George Dempsey","King's College",5,315,1951,68
"459","MNL","Ed Head","Kansas State University",NA,NA,1951,69
"460","BLB","Bill Harper","Oregon State University",NA,NA,1951,70
"461","TRI","Aaron Preece","Bradley University",NA,NA,1951,71
"462","INO","George Kelly","Vanderbilt University",NA,NA,1951,72
"463","FTW","John Manning","Duquesne University",NA,NA,1951,73
"464","SYR","Tom Jockle","Syracuse University",NA,NA,1951,74
"465","BOS","Hugo Kappler","North Carolina State University",NA,NA,1951,75
"466","ROC","George Davidson","Lafayette College",NA,NA,1951,76
"467","PHW","James Phelan","La Salle University",1,4,1951,77
"468","BLB","Bob Crowe","San Jose State University",NA,NA,1951,78
"469","TRI","Wayne Tucker","University of Colorado",NA,NA,1951,79
"470","SYR","Ray Kirkwasser","Ithaca College",NA,NA,1951,80
"471","PHW","Hugh Faulkner","Pepperdine University",NA,NA,1951,81
"472","BLB","Dan Torrey","Oregon State University",NA,NA,1951,82
"473","TRI","John DeWitt","Texas A&M University",NA,NA,1951,83
"474","PHW","Paul Gerwin","Cornell University",NA,NA,1951,84
"475","BLB","Clem Pavilonis","DePaul University",NA,NA,1951,85
"476","BLB","John Burke","Springfield College",NA,NA,1951,86
"477","PHW","Bill Mlkvy","Temple University",1,31,1951,87
"478","MLH","Mark Workman","West Virginia University",2,79,1952,1
"479","BLB","Jim Baechtold","Eastern Kentucky University",5,321,1952,2
"480","FTW","Dick Groat","Duke University",1,26,1952,3
"481","INO","Joe Dean","Louisiana State University",NA,NA,1952,4
"482","NYK","Ralph Polson","Whitworth",1,49,1952,5
"483","BOS","Bob Stauffer","University of Missouri",NA,NA,1952,6
"484","SYR","Bob Lochmueller","University of Louisville",1,62,1952,7
"485","ROC","Chuck Darling","University of Iowa",NA,NA,1952,8
"486","MNL","Clyde Lovellette","University of Kansas",11,704,1952,9
"487","BOS","Jim Iverson","Kansas State University",NA,NA,1952,10
"488","PHW","Walt Davis","Texas A&M University",5,325,1952,11
"489","BOS","J.C. Maze","Texas State University",NA,NA,1952,12
"490","BOS","Herm Hedderick","Canisius College",1,5,1952,13
"491","BOS","Don Johnson","Oklahoma State University",NA,NA,1952,14
"492","BOS","Jim Buchanan","University of Nebraska",NA,NA,1952,15
"493","BOS","Fred Eydt","Cornell University",NA,NA,1952,16
"494","BOS","Gordon Mungier","Spring Hill College",NA,NA,1952,17
"495","BOS","Jim Dilling","College of the Holy Cross",NA,NA,1952,18
"496","BOS","Gene Conley","Washington State University",6,351,1952,19
"497","BLB","Blaine Denning","Lawrence Technological University",1,1,1952,20
"498","BLB","Chuck Grigsby","University of Dayton",1,7,1952,21
"499","BLB","Frank Guisness","University of Washington",NA,NA,1952,22
"500","BLB","Bill Lea","Missouri State University",NA,NA,1952,23
"501","BLB","Mike Magula","Youngstown State University",NA,NA,1952,24
"502","BLB","Bud Penwell","Oklahoma City University",NA,NA,1952,25
"503","BLB","Bob Peterson","University of Oregon",3,103,1952,26
"504","BLB","Art Press","McDaniel College",NA,NA,1952,27
"505","BLB","Bob Priddy","New Mexico State University",1,16,1952,28
"506","BLB","Benny Purcell","Murray State University",NA,NA,1952,29
"507","BLB","Jim Walsh","Stanford University",1,10,1952,30
"508","FTW","Bill Carlson","Fordham University",NA,NA,1952,31
"509","FTW","Hal Cerra","Duquesne University",NA,NA,1952,32
"510","FTW","Bob Clifton","University of Iowa",NA,NA,1952,33
"511","FTW","Leo Corkery","St. Bonaventure University",NA,NA,1952,34
"512","FTW","Monk Meineke","University of Dayton",5,343,1952,35
"513","FTW","Jim Ramstead","Stanford University",NA,NA,1952,36
"514","FTW","Lee Terrill","North Carolina State University",NA,NA,1952,37
"515","INO","Jay Handlan","Washington & Lee University",NA,NA,1952,38
"516","INO","Bill Harrell","Siena College",NA,NA,1952,39
"517","INO","Jim Hoverder","Central Missouri State University",NA,NA,1952,40
"518","INO","Gene Rhodes","Western Kentucky University",1,65,1952,41
"519","INO","Gordon Stauffer","Michigan State University",NA,NA,1952,42
"520","INO","Dale Toft","University of Denver",NA,NA,1952,43
"521","INO","Skippy Whitaker","University of Kentucky",1,3,1952,44
"522","INO","Zeke Zawoluk","St. John's University",3,179,1952,45
"523","MLH","Pete Brewster","Purdue University",NA,NA,1952,46
"524","MLH","Roger Johnson","University of Arizona",NA,NA,1952,47
"525","MLH","George McLeod","Texas Christian University",1,10,1952,48
"526","MLH","Eddie Miller","Syracuse University",2,142,1952,49
"527","MLH","Ab Nicholas","University of Wisconsin",NA,NA,1952,50
"528","MLH","Dick Retherford","Baldwin-Wallace College",NA,NA,1952,51
"529","MLH","John Snee","Clemson University",NA,NA,1952,52
"530","MLH","Jim Tackett","University of New Mexico",NA,NA,1952,53
"531","MLH","Coyt Vance","Mississippi State University",NA,NA,1952,54
"532","MLH","Bobby Watson","University of Kentucky",1,63,1952,55
"533","MNL","Tom Ackerman","West Liberty State College",NA,NA,1952,56
"534","MNL","Jim Bishop","University of Southern Mississippi",NA,NA,1952,57
"535","MNL","Rod Fletcher","University of Illinois at Urbana-Champaign",NA,NA,1952,58
"536","MNL","Cliff Haag","University of Wyoming",NA,NA,1952,59
"537","MNL","Jim Holstein","University of Cincinnati",4,225,1952,60
"538","MNL","Bob Holt","Tulane University",NA,NA,1952,61
"539","MNL","Tom Katsimpalis","Eastern Illinois University",NA,NA,1952,62
"540","MNL","Carl McNulty","Purdue University",1,1,1952,63
"541","MNL","Dick Means","University of Minnesota",NA,NA,1952,64
"542","MNL","Dwight Morrison","University of Southern California",NA,NA,1952,65
"543","MNL","Ed Ramiraz","Centenary College of Louisiana",NA,NA,1952,66
"544","MNL","Don Schneider","University of Arizona",NA,NA,1952,67
"545","MNL","Gene Smith","Huron University",NA,NA,1952,68
"546","MNL","Gene Smith","Xavier University",NA,NA,1952,69
"547","MNL","Homer Spain","Union University",NA,NA,1952,70
"548","MNL","John Wallesea","University of Memphis",NA,NA,1952,71
"549","NYK","Roy Belliveau","Seton Hall University",NA,NA,1952,72
"550","NYK","Dick Bunt","New York University",1,26,1952,73
"551","NYK","Bert Cook","Utah State University",1,37,1952,74
"552","NYK","Ben Gibson","Saint Mary's College of California",NA,NA,1952,75
"553","NYK","Bud Julian","Missouri State University",NA,NA,1952,76
"554","NYK","Paul Sullivan","University of Alabama",NA,NA,1952,77
"555","NYK","Dick Surhoff","Long Island University",2,58,1952,78
"556","PHW","Tom Brennan","Villanova University",1,11,1952,79
"557","PHW","Bob Brown","University of Louisville",NA,NA,1952,80
"558","PHW","Burr Carlson","University of Connecticut",NA,NA,1952,81
"559","PHW","Newt Jones","La Salle University",NA,NA,1952,82
"560","PHW","Nick Kladis","Loyola University of Chicago",NA,NA,1952,83
"561","PHW","Moe Radovich","University of Wyoming",1,4,1952,84
"562","PHW","Don Scanlon","University of Pennsylvania",NA,NA,1952,85
"563","PHW","Glenn Smith","University of Utah",NA,NA,1952,86
"564","PHW","Ben Stewart","Villanova University",NA,NA,1952,87
"565","ROC","Bryant Ivey","University of Alabama",NA,NA,1952,88
"566","ROC","Leroy Leslie","University of Notre Dame",NA,NA,1952,89
"567","ROC","Ronnie MacGilvray","St. John's University",1,6,1952,90
"568","ROC","Jewell McDowell","Texas A&M University",NA,NA,1952,91
"569","ROC","Jack McMahon","St. John's University",8,524,1952,92
"570","ROC","Sam Miranda","Indiana University",NA,NA,1952,93
"571","ROC","Jerry Romney","Brigham Young University",NA,NA,1952,94
"572","ROC","Ray Royce","University of Houston",NA,NA,1952,95
"573","ROC","Arnold Smith","City College of New York",NA,NA,1952,96
"574","ROC","Ray Sonnenberg","Saint Louis University",NA,NA,1952,97
"575","ROC","Ray Steiner","Saint Louis University",NA,NA,1952,98
"576","ROC","Bob Whitmer","Florida State University",NA,NA,1952,99
"577","SYR","Jim Brasco","New York University",1,20,1952,100
"578","SYR","Bud Donnelly","La Salle University",NA,NA,1952,101
"579","SYR","Jim Kennedy","Duquesne University",NA,NA,1952,102
"580","SYR","Ken McBride","University of Maryland Eastern Shore",1,12,1952,103
"581","SYR","Harry Moore","West Virginia University",NA,NA,1952,104
"582","SYR","Bob Roche","Syracuse University",NA,NA,1952,105
"583","NYK","Walter Dukes","Seton Hall University",8,553,1952,106
"584","PHW","Ernie Beck","University of Pennsylvania",7,371,1952,107
"585","BLB","Ray Felix","Long Island University",9,637,1953,1
"586","MLH","Bob Houbregs","University of Washington",5,281,1953,2
"587","FTW","Jack Molinas","Columbia University",1,32,1953,3
"588","ROC","Richie Regan","Seton Hall University",3,215,1953,4
"589","BOS","Frank Ramsey","University of Kentucky",9,623,1953,5
"590","SYR","Jim Neal","Wofford College",2,80,1953,6
"591","MNL","Jim Fritsche","Hamline University",2,84,1953,7
"592","BOS","Chet Noe","University of Oregon",NA,NA,1953,8
"593","NYK","Don Ackerman","Long Island University",1,28,1953,9
"594","PHW","Larry Hennessy","Villanova University",2,74,1953,10
"595","BOS","Cliff Hagan","University of Kentucky",10,745,1953,11
"596","NYK","Neil Gordon","Furman University",NA,NA,1953,12
"597","PHW","Norm Grekin","La Salle University",1,1,1953,13
"598","BOS","Earle Markey","College of the Holy Cross",NA,NA,1953,14
"599","NYK","Thomas Bishop","University of Southern Mississippi",NA,NA,1953,15
"600","PHW","Fred Ihle","La Salle University",NA,NA,1953,16
"601","BOS","John Holup",NA,NA,NA,1953,17
"602","NYK","Bob Santini","Iona College",1,4,1953,18
"603","PHW","Eddie Solomon","West Virginia University Institute of Technology",NA,NA,1953,19
"604","BOS","Vernon Stokes","St. Francis College",NA,NA,1953,20
"605","PHW","Don Eby","University of Southern California",NA,NA,1953,21
"606","BOS","Lou Tsioropoulos","University of Kentucky",3,157,1953,22
"607","PHW","Bob Marske",NA,NA,NA,1953,23
"608","BOS","Ted Lallier","Colby College",NA,NA,1953,24
"609","PHW","Bill Dodd","Colgate University",NA,NA,1953,25
"610","BOS","Lewis Gilcrease","Texas State University",NA,NA,1953,26
"611","PHW","Bob Sassone","St. Bonaventure University",NA,NA,1953,27
"612","BOS","Tom Lillis","Saint Louis University",NA,NA,1953,28
"613","PHW","Toar Hester","Centenary College of Louisiana",NA,NA,1953,29
"614","BOS","Gil Reich","University of Kansas",NA,NA,1953,30
"615","PHW","John Doogan","Saint Joseph's University",NA,NA,1953,31
"616","BOS","Jim Dogerty","Whitworth",NA,NA,1953,32
"617","PHW","Charles Duffley","Saint Anselm College",NA,NA,1953,33
"618","BLB","Jack Carby","Kansas State University",NA,NA,1953,34
"619","BLB","Bob Emmercik","Clarion University of Pennsylvania",NA,NA,1953,35
"620","BLB","Russ Johnson",NA,NA,NA,1953,36
"621","BLB","Bob Kraback",NA,NA,NA,1953,37
"622","BLB","Dennis Murphy","Georgetown University",NA,NA,1953,38
"623","BLB","Paul Nolen","Texas Tech University",1,1,1953,39
"624","BLB","Bob Peterson","University of Oregon",3,103,1953,40
"625","BLB","Joe Piorkowski",NA,NA,NA,1953,41
"626","BLB","Connie Rea","Centenary College of Louisiana",1,20,1953,42
"627","BLB","Bill Schyman","DePaul University",NA,NA,1953,43
"628","BLB","Herman Sledzik","Pennsylvania State University",NA,NA,1953,44
"629","BLB","Bob Speight","North Carolina State University",NA,NA,1953,45
"630","BLB","Don Stemmerich",NA,NA,NA,1953,46
"631","BLB","Elmer Tolson","Eastern Kentucky University",NA,NA,1953,47
"632","BLB","Edward Walsh",NA,NA,NA,1953,48
"633","FTW","Jim Bingham","Eastern Kentucky University",NA,NA,1953,49
"634","FTW","Mike Bodnar","St. Bonaventure University",NA,NA,1953,50
"635","FTW","Jim Bredar","University of Illinois at Urbana-Champaign",NA,NA,1953,51
"636","FTW","George Glasgow","Fairleigh Dickinson University",NA,NA,1953,52
"637","FTW","William Hagan","Siena College",NA,NA,1953,53
"638","FTW","Dean Kelley","University of Kansas",NA,NA,1953,54
"639","FTW","Norb Lewinski","University of Notre Dame",NA,NA,1953,55
"640","FTW","Dick White","Eastern Kentucky University",NA,NA,1953,56
"641","MLH","Irv Bemoras","University of Illinois at Urbana-Champaign",2,131,1953,57
"642","MLH","Bill Bolger","Georgetown University",1,20,1953,58
"643","MLH","Paul Brandt","Columbia University",NA,NA,1953,59
"644","MLH","Joe Cipriano","University of Washington",NA,NA,1953,60
"645","MLH","Gene Dyker","DePaul University",1,11,1953,61
"646","MLH","Eddie O'Brien","Seattle University",NA,NA,1953,62
"647","MLH","John O'Brien","Seattle University",NA,NA,1953,63
"648","MLH","Bob Rousey","Kansas State University",NA,NA,1953,64
"649","MLH","Darrell Tucker","Utah State University",NA,NA,1953,65
"650","MNL","Doug Atkins","University of Tennessee",NA,NA,1953,66
"651","MNL","Hank Budde","Xavier University",NA,NA,1953,67
"652","MNL","Bill Chambers","College of William & Mary",NA,NA,1953,68
"653","MNL","Harold Christensen","Brigham Young University",NA,NA,1953,69
"654","MNL","Ron Feiereisel","DePaul University",1,10,1953,70
"655","MNL","Ken Flowers","University of Southern California",NA,NA,1953,71
"656","MNL","Bob Gelle","University of Minnesota",NA,NA,1953,72
"657","MNL","Bob Gussner","Hamline University",NA,NA,1953,73
"658","MNL","Walt Kearns","University of Arkansas",NA,NA,1953,74
"659","MNL","Hartly Kruger","University of Idaho",NA,NA,1953,75
"660","MNL","Roger Kuss","University of Wisconsin-River Falls",NA,NA,1953,76
"661","MNL","Zippy Morocco","University of Georgia",NA,NA,1953,77
"662","MNL","Lloyd Olmstead","Cornell College",NA,NA,1953,78
"663","MNL","Joe Richey","Brigham Young University",NA,NA,1953,79
"664","MNL","Pete Silas","Georgia Institute of Technology",NA,NA,1953,80
"665","MNL","Lloyd Thorgaard","Hamline University",NA,NA,1953,81
"666","MNL","Chuck Wolfe","University of North Dakota",NA,NA,1953,82
"667","NYK","Dick Atha","Indiana State University",2,43,1953,83
"668","NYK","Delmer Diercks","Iowa State University",NA,NA,1953,84
"669","NYK","Forrest Hamilton","Missouri State University",NA,NA,1953,85
"670","NYK","Bob Matheny","University of California",NA,NA,1953,86
"671","NYK","Larry O'Connor","Canisius College",NA,NA,1953,87
"672","NYK","Richard Prater","University of Kentucky",NA,NA,1953,88
"673","NYK","Allan Schutts","Springfield College",NA,NA,1953,89
"674","NYK","Joe Smyth","Niagara University",1,40,1953,90
"675","PHW","Jack George","La Salle University",8,506,1953,91
"676","ROC","Will Bales","Eastern Kentucky University",NA,NA,1953,92
"677","ROC","Hugh Beins","Georgetown University",NA,NA,1953,93
"678","ROC","Bill Edwards","St. Bonaventure University",NA,NA,1953,94
